gene,lpv_Treated_vs_Initial,lpv_Untreated_vs_Initial,annot,KOG
Acropora_016607,3.359793370906847,1.8638707261949439,actin binding,Cytoskeleton
Acropora_016608,3.117706296341785,3.6997029919522153,May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha primase complex to the cellular replication machinery,"Replication, recombination and repair"
Acropora_016653,-3.8593101816450686,-2.427742603937655,NA,NA
Acropora_016668,2.81936418250152,4.224905523190756,NA,NA
Acropora_016687,-4.378593955782255,-5.341774585799832,NA,NA
Acropora_016688,-5.21736663348436,-4.010150806937999,NA,NA
Acropora_016696,-1.3073842210274327,-6.516803492421087,NA,NA
Acropora_016703,1.1190499567565007,-2.0970192769818183,chromosome condensation,
Acropora_016709,1.8155204271650633,2.8841701526286907,NA,NA
Acropora_016722,3.8396007593958057,3.8496961076723735,NA,NA
Acropora_016738,1.726807540342204,3.4796257408789466,NA,NA
Acropora_016872,-2.4932007856159175,-3.475818829142628,NA,NA
Acropora_016874,-1.9548619216915588,-1.8947630718868664,NA,NA
Acropora_016878,-1.5580999673539988,-2.142041366872624,NA,NA
Acropora_016986,-4.787812891300443,-4.062114611415237,NA,NA
Acropora_017023,10.41391927430254,13.263070318808154,NA,NA
Acropora_017043,-1.1654874346989608,-2.7885528680302354,-,
Acropora_017047,1.344401148588866,1.3145108094979638,positive regulation of cytoskeleton organization,Function Unknown
Acropora_017055,1.7237834939397567,3.9089051841018647,G-protein coupled receptor activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017060,-7.5425699125080135,-1.8841959470428735,cyclin-dependent protein serine/threonine kinase activity,Signal transduction mechanisms
Acropora_017066,-4.085116745638647,-2.07081092632463,sexual reproduction,Function Unknown
Acropora_017072,1.410023792231127,11.150350794467865,Ubiquitin homologues,"Posttranslational modification, protein turnover, chaperones"
Acropora_017121,1.528690727685279,1.28146415035909,DNA-directed RNA polymerases I and III subunit RPAC1,Transcription
Acropora_017124,3.708334961100636,11.283072508265747,"Leucine-rich repeats, outliers",Function Unknown
Acropora_017170,3.339546793798654,5.542686061100686,NA,NA
Acropora_017171,-5.49723565876431,-4.0193025178399395,NA,NA
Acropora_017178,10.802023834422595,12.798730216376672,NA,NA
Acropora_017195,5.9465735152095585,7.0196336763203195,regulation of post-mating oviposition,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_017203,-2.9269028289640007,-4.503810835696519,NA,NA
Acropora_017204,-2.444249233861895,-2.7295488747760337,NA,NA
Acropora_017207,9.881938705297081,2.656456869621246,molybdenum ion binding,Amino acid transport and metabolism
Acropora_017211,-2.3050184056501717,-1.1670451493013012,NA,NA
Acropora_017212,-6.7379290190782966,-3.452667942798678,NA,NA
Acropora_017220,-7.355249075103835,-13.053103381801705,NA,NA
Acropora_017242,1.9245091903326146,1.8778119878980772,NA,NA
Acropora_017269,-2.4198954290672683,-1.4498921298896896,Belongs to the peptidase S1 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_017276,2.172559830066523,8.830107486915601,threonine-type endopeptidase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017326,-4.219259801962497,-3.5023676909057593,NA,NA
Acropora_017335,-2.8203686178960585,-5.715605496305466,Neutral and basic amino acid transport protein,Carbohydrate transport and metabolism
Acropora_017342,2.341223655641565,3.1906647157140884,NA,NA
Acropora_017350,2.486364472026886,2.612507787540069,NA,NA
Acropora_017356,-1.4216785721008711,-1.5110841769681846,NA,NA
Acropora_017373,5.378754757259287,12.095574652114117,NA,NA
Acropora_017375,1.3734609591009084,4.638813137083316,ATPase activator activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017376,2.2072637599572946,1.345853853455725,NA,NA
Acropora_017379,-2.159386056045622,-3.4057050374218476,NA,NA
Acropora_017385,-1.5251433014215048,-4.938159298357997,regulation of androgen receptor signaling pathway,RNA processing and modification
Acropora_017406,-4.00227822582907,-5.877787139645012,Belongs to the globin family,Energy production and conversion
Acropora_017408,1.0400221162884822,3.8525358600220243,serine C-palmitoyltransferase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017428,-4.00465005643758,-1.6990583707053688,metal ion binding,Nucleotide transport and metabolism
Acropora_017429,2.373874496679491,1.54327784490087,Cyclin-dependent kinase,Function Unknown
Acropora_017433,2.4921225137952288,2.600367211119784,structural constituent of ribosome,"Translation, ribosomal structure and biogenesis"
Acropora_017435,1.0176582821613185,3.313798063484762,NA,NA
Acropora_017439,1.0003986250531094,2.476546292963893,peripheral nervous system myelin maintenance,Function Unknown
Acropora_017440,2.8043055353580333,8.642065273000986,positive regulation of anterograde axonal transport of mitochondrion,Function Unknown
Acropora_017453,1.5673175633610301,4.7967368884307255,"Cytochrome P450, family 46, subfamily A, polypeptide",
Acropora_017461,-5.5716816235564846,-5.825618527413139,JUN kinase kinase kinase activity,Signal transduction mechanisms
Acropora_017463,1.6011222533791833,1.9794520818222936,tRNA methylation,"Translation, ribosomal structure and biogenesis"
Acropora_017468,-1.9103196549797867,-1.936518436483735,NA,NA
Acropora_017470,1.0517920338094289,6.235272710992731,RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly,Transcription
Acropora_017472,-2.3129653961043224,-2.0230284616559233,FERM domain containing 8,Signal transduction mechanisms
Acropora_017478,10.214825793642245,4.294262088350479,structural constituent of cuticle,"Cell cycle control, cell division, chromosome partitioning"
Acropora_017479,3.7773695641669613,7.794714217174557,negative regulation of histone ubiquitination,"Posttranslational modification, protein turnover, chaperones"
Acropora_017482,4.46221441534328,9.51732985566145,TATA box binding protein,Transcription
Acropora_017484,1.893400589851092,2.089660480816177,threonine aspartase,Amino acid transport and metabolism
Acropora_017491,1.4502478866833268,1.6159919192104168,"Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",Lipid transport and metabolism
Acropora_017493,-2.1630338265655977,-4.140617459364937,NA,NA
Acropora_017497,2.0785110029184413,1.8691657762840794,Domain of unknown function (DUF4209),Function Unknown
Acropora_017500,-8.389387820326228,-7.232984629387522,positive regulation of nuclear cell cycle DNA replication,"Replication, recombination and repair"
Acropora_017507,1.712767764085144,6.108247097924304,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily,
Acropora_017508,6.441580846421277,15.588184017856772,NA,NA
Acropora_017515,3.273519472304225,5.918606583984855,NA,NA
Acropora_017524,-1.581875222230285,-5.194486645615881,NA,NA
Acropora_017526,-2.900881478889783,-4.7069972325494795,NA,NA
Acropora_017530,5.446855270158833,10.083032396662698,NA,NA
Acropora_017537,-11.617717962407205,-5.528870882434251,NA,NA
Acropora_017556,-5.878157273379672,-6.068435089182867,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Cytoskeleton
Acropora_017560,-6.004494635659785,-4.658671248669704,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Cytoskeleton
Acropora_017565,2.64164569694349,7.177182757183627,3-hydroxyacyl-CoA dehydratase activity,Lipid transport and metabolism
Acropora_017592,4.268464213014143,10.839799218734534,positive regulation of Notch signaling pathway,Function Unknown
Acropora_017602,11.10560680763094,11.334863390146612,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism"
Acropora_017604,-7.019359336014875,-3.599089310438967,NA,NA
Acropora_017607,6.297980992966783,11.253668249677228,ribosomal protein,"Translation, ribosomal structure and biogenesis"
Acropora_017613,-4.85001565431324,-5.072303571001411,NA,NA
Acropora_017622,-1.2049487821900315,-1.489253204767608,Lysosomal trafficking regulator,
Acropora_017623,-2.3457035446120758,-1.450784216628243,NA,NA
Acropora_017632,1.230209256512193,2.266046731573851,"Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW), a modified base adjacent to the anticodon of tRNAs and required for accurate decoding","Translation, ribosomal structure and biogenesis"
Acropora_017633,2.1009947770996384,3.902383533744244,"Component of the BRCA1-A complex, a complex that specifically recognizes 'Lys-63'-linked ubiquitinated histones H2A and H2AX at DNA lesions sites, leading to target the brca1-bard1 heterodimer to sites of DNA damage at double-strand breaks (DSBs). The BRCA1-A complex also possesses deubiquitinase activity that specifically removes 'Lys-63'-linked ubiquitin on histones H2A and H2AX. In the BRCA1-A complex, it acts as an adapter that bridges the interaction between babam1 nba1 and the rest of the complex, thereby being required for the complex integrity and modulating the E3 ubiquitin ligase activity of the brca1-bard1 heterodimer. Component of the BRISC complex, a multiprotein complex that specifically cleaves 'Lys-63'-linked ubiquitin in various substrates. Within the BRISC complex, acts as an adapter that bridges the interaction between babam1 nba1 and the rest of the complex, thereby being required for the complex integrity. The BRISC complex is required for normal mitotic spindle assembly and microtubule attachment to kinetochores via its role in deubiquitinating numa1. The BRISC complex plays a role in interferon signaling via its role in the deubiquitination of the interferon receptor ifnar1",Function Unknown
Acropora_017638,2.0120875344945226,4.983644524529508,intracellular cholesterol transport,Function Unknown
Acropora_017648,-1.3903885357342105,-3.9823745368594836,negative regulation of DNA replication,Function Unknown
Acropora_017649,-1.2549657279839728,-5.509785674115459,factor 1,Function Unknown
Acropora_017651,1.043047873996334,1.396974021056699,transcription initiation from RNA polymerase II promoter,Transcription
Acropora_017652,-2.3664623468000627,-10.438746507523305,catalytic activity. It is involved in the biological process described with metabolic process,Lipid transport and metabolism
Acropora_017654,-1.48240719336331,-1.031397464820192,NA,NA
Acropora_017657,3.2344488546550725,1.5781725361482875,GTPase activator activity,Signal transduction mechanisms
Acropora_017660,1.4636134625112536,2.1164123827107617,resolution of mitotic recombination intermediates,"Replication, recombination and repair"
Acropora_017663,1.3233433550746183,1.0809162186574763,Lipocalin-like domain,Cell wall/membrane/envelope biogenesis
Acropora_017671,4.200425248195216,4.8148003165187045,proteasome assembly,"Posttranslational modification, protein turnover, chaperones"
Acropora_017672,1.4820416334355229,1.4948479481006869,NA,NA
Acropora_017678,1.1084355239977164,1.1168765699692047,Glucose-6-phosphatase,Lipid transport and metabolism
Acropora_017682,-1.2248598573432374,-1.7816106568316985,NA,NA
Acropora_017689,-1.0824738443832989,-1.939189383187122,Intron-binding protein aquarius,"Replication, recombination and repair"
Acropora_017690,2.5416878994205545,6.152927852234774,positive regulation of 3'-UTR-mediated mRNA stabilization,Function Unknown
Acropora_017692,2.066550673870956,1.1941170571883175,NA,NA
Acropora_017694,4.339889681889634,6.429060111990137,molybdopterin-synthase sulfurtransferase activity,Coenzyme transport and metabolism
Acropora_017711,1.8012644185994326,5.16191341885117,calcium ion binding,Function Unknown
Acropora_017713,1.8614075208651448,2.017356310019597,Complex I intermediate-associated protein 30,Function Unknown
Acropora_017728,6.057596627000606,9.561285068534778,Reticulon,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_017730,4.180078522177473,1.8431624168407363,NA,NA
Acropora_017731,-2.981824796526896,-4.794102816382562,SNW domain containing 1,
Acropora_017732,2.313048685161196,4.236410515112881,Sulfotransferase family,"Posttranslational modification, protein turnover, chaperones"
Acropora_017735,-17.115587364581806,-4.940812720222436,unfolded protein binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_017736,-2.2549707400612244,-1.617473533538452,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",RNA processing and modification
Acropora_017737,14.26717842084198,3.8816328634454025,protein ADP-ribosylase activity,
Acropora_017740,-8.549124120427324,-26.684162453501706,NA,NA
Acropora_017741,-1.2005628810087197,-6.756069672590539,NA,NA
Acropora_017744,2.250799809359052,2.0447296270239854,spliceosomal tri-snRNP complex assembly,RNA processing and modification
Acropora_017755,3.0677012415142815,1.0387223872678624,NA,NA
Acropora_017756,1.733784150856517,2.156876908191827,NA,NA
Acropora_017781,3.209062017193236,2.195480755472893,NA,NA
Acropora_017783,-11.820051414284507,-16.63103053504731,NA,NA
Acropora_017802,1.7267452345119978,6.512760950344691,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH","Posttranslational modification, protein turnover, chaperones"
Acropora_017859,-3.013245287268618,-5.171334321835385,G-protein coupled receptor activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017864,1.057995899664814,1.0881290241263095,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism"
Acropora_017867,-2.9079204455024548,-1.8077902741679939,positive regulation of myosin-light-chain-phosphatase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017870,-1.1378216109016739,-2.876770548233554,NA,NA
Acropora_017874,5.239244330096082,6.298568751962503,Ribosomal protein L4,"Translation, ribosomal structure and biogenesis"
Acropora_017882,5.3202821110150245,3.446608392771164,eukaryotic initiation factor eIF2 binding,"Translation, ribosomal structure and biogenesis"
Acropora_017883,3.04122374273017,1.0095704728281942,retinol dehydrogenase activity,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_017887,-1.3663530017011176,-1.924741121031287,adrenal chromaffin cell differentiation,Transcription
Acropora_017896,-4.449484361222759,-7.492331387006346,cytidylate kinase activity,Nucleotide transport and metabolism
Acropora_017897,1.6449314478868136,2.853383356056184,Nucleotide-sugar transporter,Carbohydrate transport and metabolism
Acropora_017898,2.6232544801365822,9.339916428816768,"aspartic endopeptidase activity, intramembrane cleaving",Signal transduction mechanisms
Acropora_017904,2.712096593598837,4.832612579359061,"Dicer1, Dcr-1 homolog (Drosophila)",RNA processing and modification
Acropora_017907,-3.749571260624151,-3.12126778919532,ATP-dependent RNA helicase activity,RNA processing and modification
Acropora_017912,2.390726655416342,1.2220212263891346,CST complex subunit STN1,"Replication, recombination and repair"
Acropora_017915,-5.156468892952541,-6.1569218310325216,translation repressor activity,
Acropora_017920,3.696397354666733,4.324010621728299,protein monoubiquitination,"Posttranslational modification, protein turnover, chaperones"
Acropora_017921,1.000030201652083,6.844296689800485,NA,NA
Acropora_017936,18.33490261104356,19.328653185836217,cell-matrix adhesion,Function Unknown
Acropora_017939,5.1106495793993005,6.340845295657287,NA,NA
Acropora_017941,1.3149428039427533,3.6027427592843697,Belongs to the peptidase S1 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_017946,3.1006804213758525,6.722806227174757,NA,NA
Acropora_017947,3.634794875084223,6.03120161675789,"Mucin 4, cell surface associated",Signal transduction mechanisms
Acropora_017949,1.0720557672055464,2.4841273319665675,serine-type endopeptidase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017950,-2.877677649012984,-2.038038359200605,NA,NA
Acropora_017954,-1.6589164200452489,-3.521892009052939,NA,NA
Acropora_017960,3.6513762103136087,4.966541150436022,serine-type endopeptidase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_017964,2.791061804714111,4.619681053610259,adenosine 3'-phospho 5'-phosphosulfate transporter,Carbohydrate transport and metabolism
Acropora_017967,-1.316876348535861,-3.369172159197139,NA,NA
Acropora_017968,2.1549176281970626,3.0819881517305903,NA,NA
Acropora_017971,-5.506017698346916,-3.242904730714828,NA,NA
Acropora_017980,3.0362369040590287,7.090804131246556,acidic dipeptidase,
Acropora_017981,-9.111263666407602,-5.774445724333096,COPII-coated vesicle budding,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_017985,6.476615184627609,8.815929219842422,nucleotidase 1,Nucleotide transport and metabolism
Acropora_017991,1.8147930363099098,2.213657921214035,positive regulation of nuclear receptor transcription coactivator activity,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_017993,-1.6054978437975527,-3.942309977310958,N-terminal kinase-like protein,Signal transduction mechanisms
Acropora_017995,-10.509957382583675,-20.25905329635005,NA,NA
Acropora_017997,1.3369087420473287,2.4954144786810084,calcium ion-regulated exocytosis of neurotransmitter,Function Unknown
Acropora_018003,-6.042581766895934,-7.065443562799061,NA,NA
Acropora_018004,-6.240040374677146,-3.855445967977302,serine C-palmitoyltransferase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_018009,2.6407810166211694,5.992464763100518,signaling receptor binding,Cell wall/membrane/envelope biogenesis
Acropora_018012,-2.8747140836338243,-1.160246174901654,WD repeat domain 20,Cell wall/membrane/envelope biogenesis
Acropora_018016,1.2813279245415827,3.68033391288339,ER to Golgi vesicle-mediated transport,Function Unknown
Acropora_018024,-1.609828649084184,-1.0372263642632353,NA,NA
Acropora_018025,11.877919538125987,12.52244357978302,adipocyte plasma,"Translation, ribosomal structure and biogenesis"
Acropora_018027,2.077875272022465,3.898214746021026,Exosome complex component,"Translation, ribosomal structure and biogenesis"
Acropora_018030,-1.0825452264891025,-1.1699649899411944,NA,NA
Acropora_018043,1.0969883515611438,1.1810502750454144,signaling receptor binding,Cell wall/membrane/envelope biogenesis
Acropora_018044,-2.064621995939491,-1.3751940141619294,HECT-domain (ubiquitin-transferase),"Posttranslational modification, protein turnover, chaperones"
Acropora_018045,3.471819451056442,8.868739797154774,glucosamine 6-phosphate N-acetyltransferase activity,Cell wall/membrane/envelope biogenesis
Acropora_018051,2.242169715260061,4.615280680984196,Belongs to the DEAD box helicase family,RNA processing and modification
Acropora_018055,-5.501528028627173,-3.9803477267796983,"Tyrosine kinase, catalytic domain",Signal transduction mechanisms
Acropora_018058,-3.637039451182687,-8.593585951572196,Echinoderm microtubule associated protein like,Function Unknown
Acropora_018059,1.1005063113564768,1.188814653867467,polycystic kidney disease protein 1-like,
Acropora_018066,-2.705988463315179,-3.5909972741777354,polycystic kidney disease protein 1-like,
Acropora_018068,-2.1509060647039315,-1.2768800425672215,polycystic kidney disease protein 1-like,
Acropora_018070,-2.3004409297779067,-1.5729456407940505,NA,NA
Acropora_018075,-3.1933863511172755,-5.020676748236617,voltage-gated potassium channel activity,Inorganic ion transport and metabolism
Acropora_018077,-1.330466264968373,-1.4855459133234956,regulation of protein K63-linked deubiquitination,Transcription
Acropora_018084,-2.829809718551722,-6.026555007154744,non-motile cilium assembly,Function Unknown
Acropora_018094,-1.5646574047719886,-2.5591226706555004,cell-matrix adhesion,Signal transduction mechanisms
Acropora_018101,1.4214913712283785,2.078064850391597,galactose-3-O-sulfotransferase 3,Function Unknown
Acropora_018102,-1.2599396329082848,-2.53826646300397,NA,NA
Acropora_018106,4.0201925262582,9.10143204651711,Oligosaccaryltransferase,Function Unknown
Acropora_018108,4.894050666571692,4.627186357520294,histone dephosphorylation,Transcription
Acropora_018112,-11.414432894690432,-12.661712201403732,GTPase activator activity,Function Unknown
Acropora_018114,-5.584115420260539,-11.622565331756507,NA,NA
Acropora_018117,-2.382090151766509,-4.094149882028516,regulation of lamellipodium assembly,Defense mechanisms
Acropora_018129,-5.96963228757367,-2.349315357462194,RNA splicing,RNA processing and modification
Acropora_018142,6.782215018545113,11.466500452364421,Glycolipid transfer protein,Carbohydrate transport and metabolism
Acropora_018144,-1.6515212023845018,-1.5059313674034758,Roundabout binding,
Acropora_018156,2.5220100411094566,3.4023124504676616,NA,NA
Acropora_018162,-2.353172654395335,-6.927185939875048,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,Cytoskeleton
Acropora_018166,-6.204130047881679,-3.757844615374012,NA,NA
Acropora_018168,1.2117454678016433,-1.1774831374405832,glutathione hydrolase activity,Amino acid transport and metabolism
Acropora_018170,-5.491268624002649,-2.472137553911257,Synaptosomal-associated protein,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_018172,1.061848087526344,2.490674341740323,protein import into nucleus,Function Unknown
Acropora_018180,-6.762061221825117,-5.184511368393353,NA,NA
Acropora_018186,-4.248665849402026,-6.531794420379567,ankyrin repeats,Function Unknown
Acropora_018197,3.2605142835321823,4.561979172684496,60s ribosomal protein,"Translation, ribosomal structure and biogenesis"
Acropora_018204,-1.4613276517682625,-2.7087537247995814,Belongs to the 14-3-3 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_018206,-2.084607540952456,-5.0245152211904145,14-3-3 homologues,"Posttranslational modification, protein turnover, chaperones"
Acropora_018222,1.0689639785721394,1.0817698975733714,NA,NA
Acropora_018236,6.849554875002742,13.730987703787257,FK506 binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_018237,2.5315989264504313,1.1340034882680698,enzyme substrate 1,"Cell cycle control, cell division, chromosome partitioning"
Acropora_018238,-1.0585134618967553,-3.5673038534302624,"Translocated promoter region, nuclear basket protein",Function Unknown
Acropora_018241,-4.7076891085779655,-3.675924567218511,NA,NA
Acropora_018248,2.12212312995963,4.590677560133919,NA,NA
Acropora_018255,1.9171010930047558,1.1611223046875332,NA,NA
Acropora_018257,-1.7612462294095783,-3.6324205985662203,Centrosome and spindle,Function Unknown
Acropora_018262,-8.16979158507505,-5.411171861196956,NFX1-type zinc finger-containing protein,"Replication, recombination and repair"
Acropora_018263,-8.426205764023308,-4.21403280934629,NA,NA
Acropora_018264,-3.46355243867464,-5.289347474831519,NFX1-type zinc finger-containing protein,"Replication, recombination and repair"
Acropora_018267,-7.866941374995464,-5.760201832331934,GTPase activator activity,
Acropora_018270,2.426707374264585,3.1550530594074178,signal complex assembly,Signal transduction mechanisms
Acropora_018271,-6.512633934374541,-4.970403682345437,calcium channel activity,
Acropora_018272,7.274229656586109,15.890660518203807,structural constituent of ribosome,"Translation, ribosomal structure and biogenesis"
Acropora_018275,1.8202861471344063,2.191356834429019,NA,NA
Acropora_018277,-5.6127113664324915,-2.601387138220903,NA,NA
Acropora_018280,-1.29354667899984,-2.4101957477052847,NA,NA
Acropora_018281,-3.9071986923438438,-10.999122818697725,NA,NA
Acropora_018289,7.80635184809552,15.923092020527783,Belongs to the enoyl-CoA hydratase isomerase family,Lipid transport and metabolism
Acropora_018293,3.858267498033812,4.622108563800705,Ankyrin repeat,
Acropora_018294,3.6357280436266066,3.2534594937221457,RNA-DNA hybrid ribonuclease activity,"Replication, recombination and repair"
Acropora_018295,2.5395537719607004,2.4685533404657534,NA,NA
Acropora_018301,-2.9775423826472665,-2.519875887836703,NA,NA
Acropora_018319,-1.1844332266708701,-2.240732711005505,NA,NA
Acropora_018323,-2.0792670139880625,1.9072459503589185,NA,NA
Acropora_018342,-2.2803736172864575,-1.1885731864647342,RNA-directed 5'-3' RNA polymerase activity,"Translation, ribosomal structure and biogenesis"
Acropora_018343,-5.1013077565658875,-3.745867947780629,RNA-directed 5'-3' RNA polymerase activity,"Translation, ribosomal structure and biogenesis"
Acropora_018344,-1.938002183225041,-1.9421618674491665,RNA-directed 5'-3' RNA polymerase activity,"Translation, ribosomal structure and biogenesis"
Acropora_018348,-4.0139336055266295,-1.9352927341487984,negative regulation of axon extension involved in regeneration,Signal transduction mechanisms
Acropora_018357,3.7318910714956095,2.91043321183123,NA,NA
Acropora_018363,2.425493596761974,4.179936317898703,mitochondrion migration along actin filament,Cytoskeleton
Acropora_018365,6.8937223041288815,1.5412596981838707,Alpha helical coiled-coil rod protein (HCR),Function Unknown
Acropora_018371,-6.506749693186926,-2.059884146119332,stromal membrane-associated protein,Signal transduction mechanisms
Acropora_018381,1.735350095436685,4.280128176838486,Reactive intermediate imine deaminase A homolog,"Translation, ribosomal structure and biogenesis"
Acropora_018382,-5.830360454344111,-5.219292834172154,NA,NA
Acropora_018387,3.1301168511404054,12.599506309247595,NADH ubiquinone oxidoreductase 11.5kD subunit,Function Unknown
Acropora_018388,4.17527832601789,1.5362565065372538,ribonucleoside-diphosphate reductase activity,Nucleotide transport and metabolism
Acropora_018403,-6.479637121672168,-6.400277865084456,NA,NA
Acropora_018405,1.0792692093138647,1.5959623198790525,post-translational protein acetylation,"Replication, recombination and repair"
Acropora_018410,4.172256341120905,9.522433731920085,structural constituent of ribosome,"Translation, ribosomal structure and biogenesis"
Acropora_018412,-9.00364883934728,-2.0170131922764667,cortical actin cytoskeleton organization,"Replication, recombination and repair"
Acropora_018415,5.892765551747804,7.277892675629924,Belongs to the thiolase family,Lipid transport and metabolism
Acropora_018425,-3.3227878104713895,-6.536501941416086,Rho Binding,Signal transduction mechanisms
Acropora_018432,-2.566836976504057,-1.208644290346449,NA,NA
Acropora_018433,-5.113773771636936,-4.791923773599593,NA,NA
Acropora_018449,-1.6030729038417586,-2.269829306519242,NA,NA
Acropora_018457,-6.118126858839584,-3.3784923501019453,Wu fj29h11,Function Unknown
Acropora_018458,-2.7394987132368165,-1.0834027523230998,Wu fj29h11,Function Unknown
Acropora_018466,-3.2768730060642963,-6.843086112990653,Belongs to the G-protein coupled receptor 2 family,Signal transduction mechanisms
Acropora_018484,2.5156423889513637,3.147969462693937,Non-structural maintenance of chromosomes element 1 homolog,Chromatin structure and dynamics
Acropora_018486,1.393124907802515,2.442482173015681,non-membrane spanning protein tyrosine kinase activity,Signal transduction mechanisms
Acropora_018491,-1.7919742986815403,-12.320746900937928,Transcription factor,Transcription
Acropora_018496,-1.3474662807028617,-4.927062741955206,Sigma factor PP2C-like phosphatases,Signal transduction mechanisms
Acropora_018502,1.0362449797133728,3.352350407426059,translation initiation factor activity,"Translation, ribosomal structure and biogenesis"
Acropora_018503,-2.489250030408657,-2.1540815787605037,ATP binding. It is involved in the biological process described with protein phosphorylation,Signal transduction mechanisms
Acropora_018504,-2.810520574823065,-10.485669744286934,NA,NA
Acropora_018509,7.019359336014875,5.669018842435027,intracellular distribution of mitochondria,Function Unknown
Acropora_018515,2.3384631047847453,3.237926417415437,histone acetylation,Function Unknown
Acropora_018521,1.614880133251088,2.070518760331504,peptidase inhibitor activity,
Acropora_018536,2.6462477154912567,9.290861816970667,positive regulation of protein glycosylation in Golgi,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_018558,3.666142634091743,2.86320051874443,"positive regulation of DNA damage response, signal transduction by p53 class mediator","Posttranslational modification, protein turnover, chaperones"
Acropora_018561,2.129852254854422,2.7497973880656126,NA,NA
Acropora_018565,-8.59044805839236,-3.0174622098614665,peroxidase activity,Signal transduction mechanisms
Acropora_018568,-12.046758280579851,-1.471337036999869,peroxidase activity,Signal transduction mechanisms
Acropora_018569,-1.109785118312628,2.456835278503255,Animal haem peroxidase,Signal transduction mechanisms
Acropora_018572,4.538992888956191,2.625141357314267,peroxidase activity,Signal transduction mechanisms
Acropora_018574,2.4391970969131385,4.420346535445694,NA,NA
Acropora_018582,-7.997223530486909,-1.6548169508212793,NA,NA
Acropora_018589,-5.749177551350344,-10.171350625434611,phosphatidylserine exposure on apoptotic cell surface,Function Unknown
Acropora_018593,2.630270000877855,2.106849512563662,NA,NA
Acropora_018599,4.13425569847465,9.989338270372079,serine threonine-protein kinase,Signal transduction mechanisms
Acropora_018601,3.423390111508412,6.209732746401538,NA,NA
Acropora_018604,1.0297393387325597,1.1920828148957285,integrator complex subunit 2,Function Unknown
Acropora_018605,-2.377641826518479,-1.1542754110536826,"WD domain, G-beta repeat",Function Unknown
Acropora_018607,3.740640746052865,6.609801713405762,smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation,Function Unknown
Acropora_018608,1.65101128555891,1.6648754783402018,Belongs to the Orn Lys Arg decarboxylase class-II family,Amino acid transport and metabolism
Acropora_018610,-2.6618430354534746,-3.977277727729604,factor 11,Transcription
Acropora_018617,1.1254650435278595,1.9652779940963119,ATP GTP binding protein-like 5,Amino acid transport and metabolism
Acropora_018621,-1.4216785721008711,-1.757326584852881,Glycine rich protein,Function Unknown
Acropora_018636,2.094972816873952,8.175215223809953,"Taurine catabolism dioxygenase TauD, TfdA family",Function Unknown
Acropora_018653,-12.725499642554942,-4.982528922280665,NA,NA
Acropora_018663,1.1690198985811673,6.673314961463916,NA,NA
Acropora_018665,-8.094064245612039,-1.2509308147645024,NA,NA
Acropora_018667,3.8519031171961706,11.298666202143481,Arf GTPase-activating protein,Signal transduction mechanisms
Acropora_018671,-2.266309797132556,-3.8513578723868713,Nuclear speckle splicing regulatory protein 1,Function Unknown
