delta.rank,pval,level,nseqs,term,name,p.adj,GO_category
-701,8.23337311793361e-5,2,135,GO:0043270,positive regulation of ion transport,0.00257709077702315,BP
-845,2.4511281246116e-4,4,80,GO:0043271,negative regulation of ion transport,0.00575412372859641,BP
-749,0.00389590194225141,2,63,GO:0043277,apoptotic cell clearance,0.0440473260326602,BP
-429,0.00455409702732889,4,189,GO:0043405;GO:0043406,regulation of MAP kinase activity,0.0485770349581748,BP
-355,0.00139157624078525,2,358,GO:0043408,regulation of MAPK cascade,0.0208118765201512,BP
-576,0.00424690006178536,7,105,GO:0043409,negative regulation of MAPK cascade,0.046424128919669,BP
-474,1.14840701987048e-4,4,290,GO:0043434;GO:1901652,response to peptide,0.00333912457351173,BP
-294,0.00127453810797097,2,548,GO:0043549;GO:0051338;GO:0045859,regulation of transferase activity,0.0195886409634369,BP
-510,0.00300008152247323,5,145,GO:0043583;GO:0048839,ear development,0.036411127366724,BP
572,1.37166077549331e-9,2,507,GO:0043603,cellular amide metabolic process,3.87826907744528e-7,BP
-1502,4.21944866396341e-7,7,48,GO:0043618;GO:0043620,regulation of DNA-templated transcription in response to stress,3.77640655424725e-5,BP
734,0.00145648781646838,6,80,GO:0043648,dicarboxylic acid metabolic process,0.02172594326232,BP
-729,3.18788405864408e-12,3,407,GO:0043900,regulation of multi-organism process,6.0091735758889e-9,BP
-813,9.46516303624478e-6,4,127,GO:0043901,negative regulation of multi-organism process,4.75582928698334e-4,BP
-694,2.86949676992899e-7,4,238,GO:0043902,positive regulation of multi-organism process,2.83387543071608e-5,BP
-876,1.64960961359427e-6,2,128,GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism",1.19607137552759e-4,BP
-2458,1.50588068439964e-4,3,10,GO:0043923,positive regulation by host of viral transcription,0.00416699737209717,BP
-460,1.56482390839041e-4,2,296,GO:0044057,regulation of system process,0.00424801485652145,BP
-440,2.42401916270407e-7,3,635,GO:0044087,regulation of cellular component biogenesis,2.47942531499445e-5,BP
-546,3.83242023932848e-6,2,315,GO:0044089,positive regulation of cellular component biogenesis,2.43912257009706e-4,BP
-319,6.22897329427124e-4,2,521,GO:0044092,negative regulation of molecular function,0.0119133029360396,BP
682,7.32527780945522e-8,3,272,GO:0044282,small molecule catabolic process,1.04897978231399e-5,BP
446,2.02962006772513e-5,2,406,GO:0044283,small molecule biosynthetic process,8.51080745436441e-4,BP
-902,0.00127558712977688,5,54,GO:0045069,regulation of viral genome replication,0.0195886409634369,BP
-1716,5.67018636165002e-4,4,17,GO:0045071,negative regulation of viral genome replication,0.0111611090994953,BP
-722,1.46396034161697e-7,4,230,GO:0045088;GO:0002831,regulation of response to biotic stimulus,1.58218204467585e-5,BP
-531,0.0012084826621611,2,160,GO:0045089;GO:0002833;GO:0031349,positive regulation of defense response,0.018965935269085,BP
-383,9.74343478400111e-4,2,326,GO:0045165,cell fate commitment,0.0165119510185676,BP
-1065,0.00216813013431478,3,35,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",0.0288144997896869,BP
-2154,1.53890719727031e-4,2,13,GO:0045188,"regulation of circadian sleep/wake cycle, non-REM sleep",0.0042272111175416,BP
1189,3.61634320676995e-9,4,105,GO:0045333,cellular respiration,7.96708226476088e-7,BP
-418,6.71004035677099e-5,2,406,GO:0045596,negative regulation of cell differentiation,0.00226088889197554,BP
-383,2.31044237209534e-5,2,557,GO:0045597,positive regulation of cell differentiation,9.52101719954108e-4,BP
-511,0.0039512745870545,3,136,GO:0045637,regulation of myeloid cell differentiation,0.0444104715981638,BP
-551,0.0013108939875664,2,146,GO:0045665,negative regulation of neuron differentiation,0.0200335279233357,BP
-724,0.00428646245819018,2,66,GO:0045746,negative regulation of Notch signaling pathway,0.046767346591454,BP
-812,5.63639343095274e-6,2,134,GO:0045765;GO:1901342,regulation of vasculature development,3.17747900291581e-4,BP
-715,0.00158585140648888,3,83,GO:0045766;GO:1904018,positive regulation of vasculature development,0.0229968528009324,BP
-517,0.00201198769229517,2,153,GO:0045785,positive regulation of cell adhesion,0.0272450721074864,BP
-646,5.00217755022578e-4,2,124,GO:0045807,positive regulation of endocytosis,0.0102330260741762,BP
-661,6.19448675404833e-16,2,697,GO:0045892;GO:1903507;GO:1902679;GO:0051253,negative regulation of RNA metabolic process,3.54820201271888e-12,BP
-546,1.41616486450987e-4,2,210,GO:0045926,negative regulation of growth,0.00395697187507929,BP
-369,0.00250496518202768,2,294,GO:0045927,positive regulation of growth,0.0317402920036502,BP
-1651,3.22540000994054e-4,2,20,GO:0045938,"positive regulation of circadian sleep/wake cycle, sleep",0.00721683252224196,BP
-547,9.40862761956669e-10,3,571,GO:0045944,positive regulation of transcription by RNA polymerase II,2.99403438915989e-7,BP
921,2.32374999683138e-8,2,158,GO:0046034;GO:0009205;GO:0009144;GO:0009199;GO:0009141,nucleoside triphosphate metabolic process,3.9764346485018e-6,BP
795,0.00199749471113591,2,64,GO:0046165,alcohol biosynthetic process,0.0271129139938069,BP
1836,2.24974297482767e-4,2,17,GO:0046337,phosphatidylethanolamine metabolic process,0.00541450746210626,BP
878,2.38035197486018e-8,4,174,GO:0046395;GO:0016054,carboxylic acid catabolic process,3.9764346485018e-6,BP
1553,5.2810155173559e-4,5,21,GO:0046466,membrane lipid catabolic process,0.0106139146959349,BP
979,6.22349142813638e-5,3,71,GO:0046467,membrane lipid biosynthetic process,0.00213462029343504,BP
-548,0.00106730977692518,2,153,GO:0046578;GO:0051056,regulation of small GTPase mediated signal transduction,0.0176061622146528,BP
-1192,0.00148708667884619,5,30,GO:0046631;GO:0046632,alpha-beta T cell activation,0.0220482894192581,BP
-597,8.04264412176798e-4,2,135,GO:0046777,protein autophosphorylation,0.0143069147607102,BP
-1994,2.28024314861449e-5,2,19,GO:0046782;GO:0043921;GO:0052472;GO:0052312,regulation of viral transcription,9.46466141685782e-4,BP
-518,0.00122226524782784,4,168,GO:0046883,regulation of hormone secretion,0.0190248242922768,BP
-668,0.00251572845140663,3,87,GO:0046887,positive regulation of hormone secretion,0.0317402920036502,BP
-1713,0.00178737080240952,4,14,GO:0048047,"mating behavior, sex discrimination",0.0248790071460138,BP
-935,2.55630290919738e-6,3,108,GO:0048167,regulation of synaptic plasticity,1.70261663533519e-4,BP
-904,5.45610866919234e-4,2,62,GO:0048259,regulation of receptor-mediated endocytosis,0.010851593908727,BP
-1078,9.065580829455e-4,6,40,GO:0048260,positive regulation of receptor-mediated endocytosis,0.0157834793286074,BP
-738,8.79693462603824e-6,1,156,GO:0048511,rhythmic process,4.49900370874527e-4,BP
-945,1.55208237718207e-4,2,68,GO:0048520,positive regulation of behavior,0.00423348945547566,BP
-939,4.08141284030505e-4,2,60,GO:0048524;GO:1903902,positive regulation of viral process,0.00859497527546593,BP
-1774,7.47339349603667e-5,2,21,GO:0048532,anatomical structure arrangement,0.0024035090588459,BP
-384,0.00396642880343688,4,245,GO:0048562,embryonic organ morphogenesis,0.0444104715981638,BP
-399,3.78640507353297e-4,2,351,GO:0048568,embryonic organ development,0.00817642363365721,BP
-402,8.59633991263349e-5,4,426,GO:0048569;GO:0007444,post-embryonic animal organ development,0.00266161270376025,BP
-390,1.03776891237164e-4,2,443,GO:0048589;GO:0040007,growth,0.00309601058857539,BP
-433,1.08422911300635e-6,3,581,GO:0048598,embryonic morphogenesis,8.74713290042306e-5,BP
-445,1.96577362267158e-5,2,410,GO:0048638,regulation of developmental growth,8.4029487393006e-4,BP
-836,6.2395092192945e-4,4,71,GO:0048675;GO:1990138,neuron projection extension,0.0119133029360396,BP
-677,0.00279023669937827,5,83,GO:0048814,regulation of dendrite morphogenesis,0.0344449909785317,BP
-1599,4.14983319612043e-6,3,35,GO:0050433,regulation of catecholamine secretion,2.59614320399233e-4,BP
-2244,4.27619529423034e-5,6,14,GO:0050434,positive regulation of viral transcription,0.00163293644302343,BP
-517,4.98951473066494e-4,2,196,GO:0050678,regulation of epithelial cell proliferation,0.0102330260741762,BP
-703,3.79701237177517e-4,2,109,GO:0050684,regulation of mRNA processing,0.00817642363365721,BP
-1073,4.70508999622059e-5,4,61,GO:0050688,regulation of defense response to virus,0.00175004905833452,BP
-1337,0.00178518888887849,2,23,GO:0050691,regulation of defense response to virus by host,0.0248790071460138,BP
-644,1.63197646690417e-4,4,147,GO:0050770,regulation of axonogenesis,0.00433170937967806,BP
-642,5.48303157886079e-4,2,124,GO:0050773,regulation of dendrite development,0.0108674065341573,BP
-423,1.57515218317009e-4,2,352,GO:0050776,regulation of immune response,0.00425375149318136,BP
-1847,7.54870742406528e-4,4,14,GO:0050779;GO:0061157,RNA destabilization,0.0137703809315433,BP
-669,2.03558069351942e-5,3,175,GO:0050795,regulation of behavior,8.51080745436441e-4,BP
-683,3.50872949611719e-7,4,242,GO:0050804;GO:0099177,regulation of trans-synaptic signaling,3.40103168332491e-5,BP
-1022,5.54965964376554e-6,2,84,GO:0050806,positive regulation of synaptic transmission,3.17747900291581e-4,BP
-642,4.73125147938637e-6,2,220,GO:0050807;GO:0050803,regulation of synapse structure or activity,2.79365715488513e-4,BP
-554,0.00307947195985602,2,122,GO:0050863;GO:1903037,regulation of T cell activation,0.037012837120715,BP
-685,5.83868100178289e-15,3,595,GO:0050877,nervous system process,1.67219823891062e-11,BP
-437,0.00273829969655012,2,203,GO:0050878,regulation of body fluid levels,0.0340238192230783,BP
-1514,9.86472761661933e-6,5,36,GO:0050885,neuromuscular process controlling balance,4.91349215547787e-4,BP
-2233,2.51014166571268e-5,5,15,GO:0050893,sensory processing,0.00101972279866682,BP
-1046,6.49271365156175e-6,2,79,GO:0050905,neuromuscular process,3.54192988534721e-4,BP
-1100,3.24709819070057e-6,2,76,GO:0050906,detection of stimulus involved in sensory perception,2.08981780183515e-4,BP
-1788,0.00384269658892492,2,11,GO:0050907;GO:0050911,detection of chemical stimulus involved in sensory perception,0.043846545938968,BP
-1351,0.00324944340675704,6,20,GO:0050909,sensory perception of taste,0.0385358423062201,BP
-1079,2.77474173539754e-4,2,48,GO:0050982,detection of mechanical stimulus,0.00635748826414284,BP
-762,2.39506369343758e-4,4,99,GO:0051048;GO:1903531,negative regulation of secretion,0.005668977204963,BP
-545,2.04459210111109e-9,3,550,GO:0051050,positive regulation of transport,5.09192328485405e-7,BP
-569,1.04922134945961e-5,3,262,GO:0051051,negative regulation of transport,5.10618032866991e-4,BP
-1707,0.00269619345993142,2,13,GO:0051085,chaperone cofactor-dependent protein refolding,0.0336466146808,BP
-464,9.46695116366643e-4,2,220,GO:0051090,regulation of DNA-binding transcription factor activity,0.0162512166545755,BP
-492,2.04963447034581e-4,3,248,GO:0051098,regulation of binding,0.00510448097658296,BP
-534,0.00452517905544154,2,121,GO:0051099,positive regulation of binding,0.0483586299059126,BP
-750,7.95324190914547e-4,4,85,GO:0051101,regulation of DNA binding,0.0142599388854552,BP
-376,9.45985644479512e-5,2,485,GO:0051129,negative regulation of cellular component organization,0.00286698718072944,BP
-689,3.95927499491241e-4,5,113,GO:0051147,regulation of muscle cell differentiation,0.00836853401138682,BP
-956,0.0046589836352383,3,37,GO:0051148,negative regulation of muscle cell differentiation,0.0494197375234166,BP
-944,2.18660248424925e-4,2,65,GO:0051153,regulation of striated muscle cell differentiation,0.00531116185495983,BP
583,1.00579665248818e-7,3,370,GO:0051186,cofactor metabolic process,1.28026738343384e-5,BP
-2647,0.00389874202139642,3,5,GO:0051208,sequestering of calcium ion,0.0440473260326602,BP
-421,0.00216543922416263,4,230,GO:0051222;GO:1904951,positive regulation of establishment of protein localization,0.0288144997896869,BP
-448,3.60869453064961e-8,4,705,GO:0051241;GO:0051093,negative regulation of multicellular organismal process,5.58664926258405e-6,BP
-370,2.95336699198654e-5,2,582,GO:0051248;GO:0032269,negative regulation of protein metabolic process,0.00117478375903465,BP
-560,0.00153923574649446,3,137,GO:0051480,regulation of cytosolic calcium ion concentration,0.0224344589209167,BP
-423,5.73110798306112e-4,3,291,GO:0051493,regulation of cytoskeleton organization,0.0112040227054519,BP
-1947,0.00164572617329858,2,11,GO:0051567,histone H3-K9 methylation,0.0235667988016357,BP
-1200,0.00165576990193982,2,29,GO:0051602,response to electrical stimulus,0.0236122073385716,BP
-652,2.48466615200643e-5,2,180,GO:0051606,detection of stimulus,0.00101658340847806,BP
-291,0.00224477112353639,3,500,GO:0051656;GO:0051640,organelle localization,0.0294234530792138,BP
-722,0.00467486172608653,2,65,GO:0051668,localization within membrane,0.0494965027116888,BP
-1028,9.12270829518386e-4,2,44,GO:0051702;GO:0051851,interaction with symbiont,0.0158348100347919,BP
-317,5.44723150845568e-4,3,542,GO:0051707;GO:0043207;GO:0009607,response to biotic stimulus,0.010851593908727,BP
-1018,5.20740621762459e-5,3,67,GO:0051865,protein autoubiquitination,0.00185103904142212,BP
-1014,3.8260968891022e-5,2,70,GO:0051952,regulation of amine transport,0.00147086462958238,BP
-1580,0.00150430229730708,2,17,GO:0055075,potassium ion homeostasis,0.0222078442241623,BP
568,9.03029555874919e-11,2,598,GO:0055114,oxidation-reduction process,5.31470089747078e-8,BP
-2105,7.08500311578331e-5,3,15,GO:0060025,regulation of synaptic activity,0.0023323504509889,BP
-1352,1.62000149851601e-5,2,43,GO:0060078;GO:0060079;GO:0099565,regulation of postsynaptic membrane potential,7.13797583346131e-4,BP
-1381,6.07638788055058e-4,4,26,GO:0060122,inner ear receptor cell stereocilium organization,0.0117586316823627,BP
-1194,1.99248146150979e-5,2,54,GO:0060259,regulation of feeding behavior,8.45402504557635e-4,BP
-400,4.09331619564926e-7,5,752,GO:0060284;GO:0050767;GO:0051960,regulation of nervous system development,3.72166907439349e-5,BP
-414,4.77965085856743e-6,2,557,GO:0060341,regulation of cellular localization,2.79365715488513e-4,BP
-671,7.19967657255588e-5,3,150,GO:0060560,developmental growth involved in morphogenesis,0.00235655699472,BP
-997,1.21168999521283e-4,2,63,GO:0060563,neuroepithelial cell differentiation,0.00348771873998949,BP
-446,6.42844828506451e-5,3,355,GO:0060627,regulation of vesicle-mediated transport,0.00219179474862199,BP
-1380,1.14385008013973e-4,4,33,GO:0061014,positive regulation of mRNA catabolic process,0.00333912457351173,BP
-2488,6.01218852477777e-4,6,8,GO:0061158,3'-UTR-mediated mRNA destabilization,0.0117135428129004,BP
-1402,3.03912028177464e-4,3,28,GO:0061337,cardiac conduction,0.0068535751866162,BP
-1921,0.00306136229661005,2,10,GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,0.0369168068104892,BP
-1453,0.00462888093080331,4,16,GO:0061548,ganglion development,0.0491915212831936,BP
-1660,0.00121185969072715,3,16,GO:0061647,histone H3-K9 modification,0.018965935269085,BP
1674,7.71210944699143e-4,4,17,GO:0070129,regulation of mitochondrial translation,0.0139353195307151,BP
-1540,7.26539901313174e-5,3,28,GO:0070286,axonemal dynein complex assembly,0.00236455713336469,BP
-268,0.00241104002232228,4,587,GO:0070925,organelle assembly,0.030758212133323,BP
967,1.22172410717137e-5,4,87,GO:0070972,protein localization to endoplasmic reticulum,5.68945990721757e-4,BP
-697,0.001126355014952,2,93,GO:0071216;GO:0071219;GO:0071222,cellular response to biotic stimulus,0.0180721611362607,BP
-653,2.31312885936232e-4,2,136,GO:0071241;GO:0071248,cellular response to inorganic substance,0.00552066754434474,BP
-534,9.05369087960063e-6,2,303,GO:0071363;GO:0070848,response to growth factor,4.58933994321703e-4,BP
-545,1.96052150531466e-4,5,202,GO:0071375;GO:1901653,cellular response to peptide,0.00494707805393937,BP
-342,0.00415560171530429,5,308,GO:0071407,cellular response to organic cyclic compound,0.0456876902596218,BP
-415,1.28405363822322e-6,3,628,GO:0071495,cellular response to endogenous stimulus,9.80674565299014e-5,BP
-389,0.0014896452523137,4,293,GO:0071900,regulation of protein serine/threonine kinase activity,0.0220482894192581,BP
-340,2.69390912860704e-4,3,521,GO:0072359,circulatory system development,0.00622206108413755,BP
-1651,0.00370531797054811,3,13,GO:0072375,medium-term memory,0.0425331890486965,BP
-2514,0.00267091929287265,5,6,GO:0072383;GO:0072386,plus-end-directed organelle transport along microtubule,0.0334039862654466,BP
-2154,0.00162611598652477,4,9,GO:0072697,protein localization to cell cortex,0.0233443417814884,BP
-1847,0.00117115637619968,7,13,GO:0086014;GO:0086019;GO:0086026;GO:0086066,cell-cell signaling involved in cardiac conduction,0.0186343992301994,BP
-1592,7.2058815238732e-4,6,19,GO:0086091,regulation of heart rate by cardiac conduction,0.0133163147298105,BP
-306,0.0030822491806182,3,417,GO:0090066,regulation of anatomical structure size,0.037012837120715,BP
-2470,6.51300537284004e-5,2,11,GO:0090083;GO:0090084,regulation of inclusion body assembly,0.00220748489796614,BP
-374,2.19033486545401e-4,3,436,GO:0090087;GO:0051223;GO:0070201,regulation of establishment of protein localization,0.00531116185495983,BP
-496,0.00317866250007199,2,152,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.0377746448141335,BP
539,0.00161470363769093,4,147,GO:0090150,establishment of protein localization to membrane,0.0232387498409388,BP
-440,0.00283917639824655,2,199,GO:0090287,regulation of cellular response to growth factor stimulus,0.0348987176162151,BP
-528,5.65822029150511e-6,2,325,GO:0090596;GO:0048592,sensory organ morphogenesis,3.17747900291581e-4,BP
748,6.91955268492809e-5,2,121,GO:0097164,ammonium ion metabolic process,0.00230437196391094,BP
-1689,0.00434644754039032,3,12,GO:0097201,negative regulation of transcription from RNA polymerase II promoter in response to stress,0.0471523702866586,BP
1307,0.00117646789312969,3,26,GO:0097502,mannosylation,0.0186670584261686,BP
-1297,0.00377708094499492,3,21,GO:0098815,modulation of excitatory postsynaptic potential,0.0432702393058618,BP
-1936,0.00174710953260539,2,11,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,0.0246308035577682,BP
727,0.00210916366203878,5,76,GO:0140053;GO:0032543,mitochondrial gene expression,0.0282812360774508,BP
-2544,4.4967299924962e-4,2,8,GO:1900246,positive regulation of RIG-I signaling pathway,0.0093323439844269,BP
-1366,0.00229206409453058,2,21,GO:1900271,regulation of long-term synaptic potentiation,0.0296178713417556,BP
-690,0.00395294390667591,2,74,GO:1900407;GO:1902882,regulation of response to oxidative stress,0.0444104715981638,BP
-1239,0.00210261374040988,4,26,GO:1900424,regulation of defense response to bacterium,0.0282717640964033,BP
556,1.75649874488049e-11,3,680,GO:1901135,carbohydrate derivative metabolic process,1.4780886750829e-8,BP
683,4.15890416291921e-4,4,114,GO:1901136,carbohydrate derivative catabolic process,0.00872608170153891,BP
426,8.78652763468618e-5,3,376,GO:1901137,carbohydrate derivative biosynthetic process,0.00270587259631626,BP
-724,0.00179382506133095,2,79,GO:1901184;GO:0042058,regulation of ERBB signaling pathway,0.0248790071460138,BP
566,3.94550317971742e-4,2,169,GO:1901605,alpha-amino acid metabolic process,0.00836853401138682,BP
846,1.08914398065915e-4,3,89,GO:1901606;GO:0009063,cellular amino acid catabolic process,0.00321578181505959,BP
1235,0.00146213564970039,2,28,GO:1901658,glycosyl compound catabolic process,0.0217535402635944,BP
-519,1.5992581413741e-6,2,379,GO:1901699;GO:0071417,cellular response to nitrogen compound,1.17442956843472e-4,BP
-375,5.21152511377999e-5,4,529,GO:1901701,cellular response to oxygen-containing compound,0.00185103904142212,BP
-518,0.00234173328699642,3,148,GO:1902115,regulation of organelle assembly,0.030007714245896,BP
-2799,0.00227068855008054,2,5,GO:1902430,negative regulation of amyloid-beta formation,0.0294796979138658,BP
-434,1.81495258681343e-4,2,328,GO:1902532,negative regulation of intracellular signal transduction,0.0046408955071187,BP
-383,7.00520056182162e-5,2,485,GO:1902533,positive regulation of intracellular signal transduction,0.0023194097582725,BP
795,9.8136752254404e-4,4,73,GO:1902600,proton transmembrane transport,0.0165819267526025,BP
-508,9.93075194521002e-4,5,181,GO:1902903,regulation of supramolecular fiber organization,0.0167303962182832,BP
-2209,0.00437244002143189,3,7,GO:1902992,negative regulation of amyloid precursor protein catabolic process,0.0473446813662795,BP
-866,0.00101236625309505,2,61,GO:1903035,negative regulation of response to wounding,0.0169556546717206,BP
-550,3.55254923407697e-4,4,182,GO:1903311,regulation of mRNA metabolic process,0.00785675753389686,BP
-1033,1.32928037886184e-4,2,58,GO:1903313,positive regulation of mRNA metabolic process,0.00376936535154486,BP
-542,1.2683124881743e-7,2,424,GO:1903530;GO:0051046,regulation of secretion,1.48263141474743e-5,BP
-559,4.80105155679485e-5,2,230,GO:1903532;GO:0051047,positive regulation of secretion,0.00175518598006388,BP
-525,2.12073869781383e-4,2,216,GO:1903706,regulation of hemopoiesis,0.00521355848114919,BP
-384,9.53342919255309e-4,2,326,GO:1903827,regulation of cellular protein localization,0.0162854742450555,BP
-604,6.20474615322955e-5,3,190,GO:1903829,positive regulation of cellular protein localization,0.00213462029343504,BP
-1093,1.59668744326981e-7,4,98,GO:1903900;GO:0050792,regulation of viral process,1.66287739546354e-5,BP
-1641,4.45929262637713e-6,2,33,GO:1903901;GO:0048525,negative regulation of viral process,2.6887187540935e-4,BP
-1907,5.10628371174603e-5,2,19,GO:1904385;GO:1990776,response to angiotensin,0.00185103904142212,BP
-1728,7.58308814240556e-4,3,16,GO:1904752;GO:1904754,regulation of vascular associated smooth muscle cell migration,0.013789183771333,BP
-478,0.0027488980010857,3,169,GO:1905114;GO:0016055;GO:0198738,cell surface receptor signaling pathway involved in cell-cell signaling,0.0340291247741509,BP
-2195,0.00132394250458999,3,9,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,0.0201689964529028,BP
-523,0.00355078163515044,3,133,GO:1990778,protein localization to cell periphery,0.041255329018543,BP
-409,0.00401326701503448,3,214,GO:2000241,regulation of reproductive process,0.0445503749265843,BP
-560,0.00352536687733479,2,116,GO:2000243,positive regulation of reproductive process,0.0411391253358097,BP
-2245,7.99155744287307e-5,5,13,GO:2000288;GO:2000291,regulation of myoblast proliferation,0.00254309116848761,BP
-1867,0.00400027688099158,2,10,GO:2000479,regulation of cAMP-dependent protein kinase activity,0.0444923999501355,BP
-875,1.76328212539366e-4,2,78,GO:2001023,regulation of response to drug,0.00457017195215153,BP
-1068,0.00441930184080812,2,30,GO:2001025,positive regulation of response to drug,0.0476718661848379,BP
-941,9.5659166241179e-5,2,73,GO:2001257,regulation of cation channel activity,0.00288387212752354,BP
